#ProvID, Culture, Religion, TradeGoods, Citizens, Freedmen,serfs, Slaves,aristocracy,mages,nobility, Tribesmen, Civilization, Barbarian,city status, NameRef,AraRef
41,polarian_arame_2,shamanist_beliefs,fish,0,0,0,0,0,0,0,1,15,0,,PROV41,polaris_glacier_area_2
42,,,,0,0,0,0,0,0,0,0,0,0,,PROV42,aramau_sea
43,polarian_arame_3,shamanist_beliefs,fish,0,0,0,0,0,0,0,1,15,0,,PROV43,polaris_glacier_area_2
44,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV44,new_world_north_area_1
45,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV45,new_world_north_area_1
46,,,,0,0,0,0,0,0,0,0,0,0,,PROV46,northern_inter_sea
47,,,,0,0,0,0,0,0,0,0,0,0,,PROV47,northern_inter_sea
48,polarian_arame_4,shamanist_beliefs,fish,0,0,0,0,0,0,0,2,15,0,,PROV48,polaris_glacier_area_2
49,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV49,new_world_north_area_1
50,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV50,new_world_north_area_1
51,polarian_arame_3,shamanist_beliefs,fur,0,1,0,0,0,0,0,0,15,0,,PROV51,polaris_glacier_area_2
52,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV52,new_world_north_area_1
53,,,,0,0,0,0,0,0,0,0,0,0,,PROV53,kitai_sea
54,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV54,new_world_north_area_1
55,,,,0,0,0,0,0,0,0,0,0,0,,PROV55,kitai_sea
56,,,,0,0,0,0,0,0,0,0,0,0,,PROV56,herpolian_sea
57,horteonian_3,the_old_pantheon,fish,0,0,0,0,0,0,0,2,20,0,,PROV57,horteon_north_area_1
58,,,,0,0,0,0,0,0,0,0,0,0,,PROV58,kitai_sea
59,horteonian_3,artheous_pantheon,fish,0,0,0,0,0,0,0,2,20,0,,PROV59,horteon_north_area_1
60,polarian_arame_6,ancestral_beliefs,fish,0,0,0,0,0,0,0,2,15,0,,PROV60,polaris_glacier_area_2
61,horteonian_2,the_old_pantheon,fish,0,0,0,0,0,0,0,1,20,0,,PROV61,horteon_north_area_2
62,polarian_arame_7,ancestral_beliefs,fur,0,1,0,0,0,0,0,1,15,0,,PROV62,polaris_glacier_area_2
63,horteonian_3,artheous_pantheon,fish,0,0,0,0,0,0,0,2,20,0,,PROV63,horteon_west_area_4
64,horteonian_3,the_old_pantheon,fish,0,0,0,0,0,0,0,2,20,0,,PROV64,horteon_north_area_1
65,horteonian_5,artheous_pantheon,fish,0,0,0,0,0,0,0,2,20,0,,PROV65,horteon_west_area_4
66,horteonian_2,the_old_pantheon,fish,0,0,0,0,0,0,0,1,20,0,,PROV66,horteon_north_area_2
67,horteonian_5,artheous_pantheon,fish,0,0,0,0,0,0,0,2,20,0,,PROV67,horteon_west_area_4
68,,,,0,0,0,0,0,0,0,0,0,0,,PROV68,kitai_sea
69,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV69,new_world_north_area_1
70,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV70,new_world_north_area_1
71,horteonian_3,the_old_pantheon,fur,0,0,0,0,0,0,0,2,20,0,,PROV71,horteon_north_area_1
72,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV72,new_world_north_area_1
73,polarian_arame_5,shamanist_beliefs,fur,0,0,0,0,0,0,0,1,15,0,,PROV73,polaris_glacier_area_2
74,horteonian_3,artheous_pantheon,base_metals,0,0,0,0,0,0,0,3,20,0,,PROV74,horteon_north_area_1
75,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV75,new_world_north_area_1
76,horteonian_5,artheous_pantheon,fish,0,0,0,0,0,0,0,2,20,0,,PROV76,horteon_west_area_4
77,,,,0,0,0,0,0,0,0,0,0,0,,PROV77,northern_inter_sea
78,horteonian_5,artheous_pantheon,fur,0,0,0,0,0,0,0,2,20,0,,PROV78,horteon_west_area_4
79,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV79,new_world_north_area_1
80,horteonian_2,the_old_pantheon,fish,0,0,0,0,0,0,0,2,20,0,,PROV80,horteon_north_area_3
81,horteonian_2,the_old_pantheon,fur,0,0,0,0,0,0,0,1,20,0,,PROV81,horteon_north_area_2
82,horteonian_3,artheous_pantheon,iron,0,0,0,0,0,0,0,2,20,0,,PROV82,horteon_west_area_5
83,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV83,new_world_north_area_1
84,horteonian_2,the_old_pantheon,fur,0,0,0,0,0,0,0,2,20,0,,PROV84,horteon_north_area_2
85,horteonian_3,artheous_pantheon,iron,0,0,0,0,0,0,0,1,20,0,,PROV85,horteon_north_area_1
86,horteonian_2,the_old_pantheon,fur,0,0,0,0,0,0,0,1,20,0,,PROV86,horteon_north_area_2
87,polarian_arame_4,shamanist_beliefs,fur,0,1,0,0,0,0,0,0,15,0,,PROV87,polaris_glacier_area_2
88,horteonian_2,the_old_pantheon,fur,0,0,0,0,0,0,0,2,20,0,,PROV88,horteon_north_area_3
89,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV89,new_world_north_area_1
90,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV90,new_world_north_area_1
91,horteonian_3,the_old_pantheon,fur,0,0,0,0,0,0,0,2,20,0,,PROV91,horteon_north_area_2
92,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV92,new_world_north_area_1
93,horteonian_5,artheous_pantheon,fish,0,0,0,0,0,0,0,3,20,0,,PROV93,horteon_west_area_1
94,horteonian_5,artheous_pantheon,iron,0,0,0,0,0,0,0,2,20,0,,PROV94,horteon_west_area_5
95,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV95,new_world_north_area_1
96,horteonian_5,artheous_pantheon,cattle,0,1,2,0,0,0,1,0,20,0,,PROV96,horteon_west_area_1
97,high_elven_5,transcendence_enlighten,stone,0,5,0,0,0,0,1,0,30,0,,PROV97,horteon_west_area_1
98,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV98,new_world_north_area_1
99,horteonian_3,artheous_pantheon,precious_metals,0,0,0,0,0,0,0,1,20,0,,PROV99,horteon_north_area_1
100,horteonian_2,the_old_pantheon,fur,0,0,0,0,0,0,0,1,20,0,,PROV100,horteon_north_area_3
101,horteonian_5,artheous_pantheon,fish,0,0,0,0,0,0,0,4,20,0,,PROV101,horteon_west_area_1
102,horteonian_5,artheous_pantheon,cattle,1,2,6,0,0,0,1,0,20,0,,PROV102,horteon_west_area_1
103,horteonian_5,artheous_pantheon,fish,0,0,0,0,0,0,0,4,20,0,,PROV103,horteon_west_area_1
104,horteonian_5,artheous_pantheon,cattle,1,2,7,0,0,0,2,0,20,0,,PROV104,horteon_west_area_1
105,high_elven_5,transcendence_enlighten,fish,0,5,0,0,0,0,2,0,30,0,,PROV105,horteon_west_area_1
106,horteonian_5,artheous_pantheon,precious_metals,0,0,0,0,0,0,0,2,20,0,,PROV106,horteon_west_area_5
107,,,,0,0,0,0,0,0,0,0,0,0,,PROV107,aramau_sea
108,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV108,new_world_north_area_1
109,,,,0,0,0,0,0,0,0,0,0,0,,PROV109,herpolian_sea
110,horteonian_2,the_old_pantheon,fish,0,0,0,0,0,0,0,2,20,0,,PROV110,horteon_north_area_3
111,high_elven_5,transcendence_enlighten,cattle,0,4,0,0,0,0,1,0,30,0,,PROV111,horteon_west_area_1
112,horteonian_5,artheous_pantheon,cattle,1,2,3,0,0,0,1,0,20,0,,PROV112,horteon_west_area_5
113,horteonian_2,the_old_pantheon,wood,0,0,0,0,0,0,0,1,20,0,,PROV113,horteon_north_area_2
114,horteonian_5,artheous_pantheon,cattle,0,6,3,0,0,0,2,0,20,0,,PROV114,horteon_west_area_5
115,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV115,new_world_north_area_1
116,horteonian_5,artheous_pantheon,wood,0,0,0,0,0,0,0,2,20,0,,PROV116,horteon_west_area_3
117,polarian_arame_4,ancestral_beliefs,fish,0,1,1,0,0,0,1,0,15,0,,PROV117,polaris_glacier_area_2
118,,,,0,0,0,0,0,0,0,0,0,0,,PROV118,twin_sea
119,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV119,new_world_north_area_1
120,horteonian_2,the_old_pantheon,iron,0,0,0,0,0,0,0,1,20,0,,PROV120,horteon_north_area_3
121,horteonian_2,the_old_pantheon,fur,0,0,0,0,0,0,0,2,20,0,,PROV121,horteon_north_area_3
122,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV122,new_world_north_area_1
123,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV123,new_world_north_area_1
124,,,,0,0,0,0,0,0,0,0,0,0,,PROV124,twin_sea
125,high_elven_5,transcendence_enlighten,wood,0,3,0,0,0,0,2,0,30,0,,PROV125,horteon_west_area_3
126,horteonian_3,artheous_pantheon,cattle,0,0,0,0,0,0,0,2,20,0,,PROV126,horteon_north_area_1
127,,,,0,0,0,0,0,0,0,0,0,0,,PROV127,aramau_sea
128,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV128,new_world_north_area_1
129,,,,0,0,0,0,0,0,0,0,0,0,,PROV129,twin_sea
130,,,,0,0,0,0,0,0,0,0,0,0,,PROV130,north_west_sea_area
131,,,,0,0,0,0,0,0,0,0,0,0,,PROV131,herpolian_sea
132,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV132,new_world_north_area_1
133,high_elven_5,transcendence_enlighten,grain,0,6,0,0,0,0,3,0,30,0,,PROV133,horteon_west_area_3
134,,,,0,0,0,0,0,0,0,0,0,0,,PROV134,kitai_sea
135,horteonian_5,artheous_pantheon,wood,0,0,0,0,0,0,0,2,20,0,,PROV135,horteon_west_area_5
136,horteonian_2,the_old_pantheon,base_metals,0,0,0,0,0,0,0,1,20,0,,PROV136,horteon_north_area_3
137,horteonian_2,the_old_pantheon,fish,0,0,0,0,0,0,0,1,20,0,,PROV137,horteon_north_area_4
138,polarian_arame_7,ancestral_beliefs,amber,0,0,0,0,0,0,0,2,15,0,,PROV138,polaris_lands_area_2
139,polarian_arame_2,ancestral_beliefs,cattle,1,3,3,0,0,0,2,0,15,0,,PROV139,polaris_glacier_area_2
140,,,,0,0,0,0,0,0,0,0,0,0,,PROV140,twin_sea
141,horteonian_2,the_old_pantheon,fur,0,0,0,0,0,0,0,2,20,0,,PROV141,horteon_north_area_4
142,high_elven_5,transcendence_enlighten,silk,0,10,0,0,0,0,1,0,30,0,,city_metropolis,PROV142
143,horteonian_5,artheous_pantheon,cattle,0,0,0,0,0,0,0,4,20,0,,PROV143,horteon_west_area_6
144,horteonian_3,artheous_pantheon,earthware,0,0,0,0,0,0,0,3,20,0,,PROV144,horteon_north_area_5
145,horteonian_3,artheous_pantheon,cattle,0,0,0,0,0,0,0,3,20,0,,PROV145,horteon_north_area_5
146,horteonian_2,the_old_pantheon,cattle,0,0,0,0,0,0,0,3,20,0,,PROV146,horteon_north_area_6
147,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV147,new_world_north_area_1
148,high_elven_5,transcendence_enlighten,horses,0,3,0,0,0,0,1,0,30,0,,PROV148,horteon_west_area_3
149,polarian,ancestral_beliefs,precious_metals,0,0,0,0,0,0,0,2,15,0,,PROV149,polaris_glacier_area_2
150,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV150,new_world_north_area_1
151,horteonian_5,artheous_pantheon,earthware,0,0,0,0,0,0,0,3,20,0,,PROV151,horteon_west_area_6
152,high_elven_5,transcendence_enlighten,grain,0,8,0,0,0,0,2,0,30,0,,PROV152,horteon_west_area_3
153,horteonian_2,the_old_pantheon,wild_game,0,0,0,0,0,0,0,2,20,0,,PROV153,horteon_north_area_6
154,horteonian_2,the_old_pantheon,base_metals,0,0,0,0,0,0,0,3,20,0,,PROV154,horteon_north_area_6
155,horteonian_2,the_old_pantheon,wood,0,0,0,0,0,0,0,1,20,0,,PROV155,horteon_north_area_4
156,horteonian_2,the_old_pantheon,iron,0,0,0,0,0,0,0,1,20,0,,PROV156,horteon_north_area_4
157,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV157,new_world_north_area_3
158,horteonian_5,artheous_pantheon,horses,0,0,0,0,0,0,0,2,20,0,,PROV158,horteon_west_area_6
159,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV159,new_world_north_area_1
160,polarian,ancestral_beliefs,iron,0,0,0,0,0,0,0,2,15,0,,PROV160,polaris_lands_area_5
161,polarian,ancestral_beliefs,iron,0,0,0,0,0,0,0,2,15,0,,PROV161,polaris_lands_area_5
162,horteonian_2,the_old_pantheon,cattle,0,0,0,0,0,0,0,2,20,0,,PROV162,horteon_north_area_6
163,horteonian_2,the_old_pantheon,cattle,0,0,0,0,0,0,0,3,20,0,,PROV163,horteon_north_area_6
164,,,,0,0,0,0,0,0,0,0,0,0,,PROV164,twin_sea
165,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV165,new_world_north_area_3
166,polarian,ancestral_beliefs,base_metals,0,0,0,0,0,0,0,2,15,0,,PROV166,polaris_lands_area_2
167,polarian,ancestral_beliefs,precious_metals,0,0,0,0,0,0,0,2,15,0,,PROV167,polaris_lands_area_2
168,,,,0,0,0,0,0,0,0,0,0,0,,PROV168,herpolian_sea
169,horteonian_5,artheous_pantheon,fur,0,0,0,0,0,0,0,2,20,0,,PROV169,horteon_west_area_6
170,horteonian_3,artheous_pantheon,wood,0,0,0,0,0,0,0,2,20,0,,PROV170,horteon_north_area_5
171,horteonian_2,the_old_pantheon,wild_game,0,0,0,0,0,0,0,2,20,0,,PROV171,horteon_north_area_6
172,horteonian_2,the_old_pantheon,fish,0,0,0,0,0,0,0,2,20,0,,PROV172,horteon_north_area_4
173,polarian_arame_6,ancestral_beliefs,fish,0,0,0,0,0,0,0,2,15,0,,PROV173,polaris_lands_area_2
174,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV174,new_world_north_area_3
175,horteonian_3,artheous_pantheon,vegetables,0,0,0,0,0,0,0,3,20,0,,PROV175,horteon_north_area_5
176,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV176,new_world_north_area_1
177,,,,0,0,0,0,0,0,0,0,0,0,,PROV177,herpolian_sea
178,polarian,ancestral_beliefs,wild_game,0,0,0,0,0,0,0,3,15,0,,PROV178,polaris_lands_area_5
179,polarian,ancestral_beliefs,precious_metals,0,0,0,0,0,0,0,2,15,0,,PROV179,polaris_lands_area_2
180,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV180,new_world_north_area_3
181,high_elven_5,transcendence_enlighten,wood,0,3,0,0,0,0,2,0,30,0,,PROV181,horteon_west_area_6
182,horteonian_2,the_old_pantheon,base_metals,0,0,0,0,0,0,0,1,20,0,,PROV182,horteon_north_area_4
183,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV183,new_world_north_area_3
184,high_elven_5,transcendence_enlighten,grain,0,8,0,0,0,0,2,0,30,0,,PROV184,horteon_west_area_3
185,,,,0,0,0,0,0,0,0,0,0,0,,PROV185,north_west_sea_area
186,horteonian_3,artheous_pantheon,fur,0,0,0,0,0,0,0,2,20,0,,PROV186,horteon_north_area_5
187,polarian,ancestral_beliefs,wild_game,0,0,0,0,0,0,0,3,15,0,,PROV187,polaris_lands_area_5
188,high_elven_5,transcendence_enlighten,wild_game,0,4,0,0,0,0,1,0,30,0,,PROV188,horteon_west_area_6
189,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV189,new_world_north_area_1
190,,,,0,0,0,0,0,0,0,0,0,0,,PROV190,kitai_sea
191,polarian,ancestral_beliefs,cattle,1,2,8,0,0,0,1,0,15,0,,PROV191,polaris_lands_area_5
192,horteonian_2,the_old_pantheon,cattle,0,0,0,0,0,0,0,2,20,0,,PROV192,horteon_north_area_6
193,,,,0,0,0,0,0,0,0,0,0,0,,PROV193,far_north_sea_area
194,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV194,new_world_north_area_3
195,horteonian_2,the_old_pantheon,stone,0,2,0,0,0,0,0,0,20,0,,PROV195,horteon_north_area_6
196,horteonian_2,the_old_pantheon,base_metals,0,0,0,0,0,0,0,2,20,0,,PROV196,horteon_north_area_4
197,,,,0,0,0,0,0,0,0,0,0,0,,PROV197,herpolian_sea
198,polarian,ancestral_beliefs,wood,0,0,0,0,0,0,0,2,15,0,,PROV198,polaris_lands_area_2
199,,,,0,0,0,0,0,0,0,0,0,0,,PROV199,northern_inter_sea
200,horteonian_5,artheous_pantheon,leather,0,2,0,0,0,0,0,0,20,0,,PROV200,horteon_west_area_2
201,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV201,new_world_north_area_3
202,horteonian_3,artheous_pantheon,wild_game,0,0,0,0,0,0,0,2,20,0,,PROV202,horteon_shout_area_4
203,horteonian_3,artheous_pantheon,salt,0,0,0,0,0,0,0,2,20,0,,PROV203,horteon_shout_area_4
204,horteonian_2,the_old_pantheon,iron,0,0,0,0,0,0,0,2,20,0,,PROV204,horteon_north_area_4
205,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV205,new_world_north_area_3
206,horteonian_5,artheous_pantheon,vegetables,0,0,0,0,0,0,0,2,20,0,,PROV206,horteon_west_area_2
207,horteonian_1,artheous_pantheon,wood,0,0,0,0,0,0,0,2,20,0,,PROV207,horteon_shout_area_6
208,polarian,ancestral_beliefs,base_metals,0,0,0,0,0,0,0,2,15,0,,PROV208,polaris_lands_area_2
209,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV209,new_world_north_area_1
210,horteonian_3,artheous_pantheon,stone,0,0,0,0,0,0,0,2,20,0,,PROV210,horteon_shout_area_4
211,polarian,ancestral_beliefs,salt,0,0,0,0,0,0,0,3,15,0,,PROV211,polaris_lands_area_5
212,horteonian_3,artheous_pantheon,wood,0,0,0,0,0,0,0,3,20,0,,PROV212,horteon_north_area_5
213,,,,0,0,0,0,0,0,0,0,0,0,,PROV213,herpolian_sea
214,horteonian_1,artheous_pantheon,stone,0,0,0,0,0,0,0,2,20,0,,PROV214,horteon_shout_area_6
215,,,,0,0,0,0,0,0,0,0,0,0,,PROV215,twin_sea
216,polarian,ancestral_beliefs,wild_game,0,0,0,0,0,0,0,3,15,0,,PROV216,polaris_lands_area_5
217,horteonian_2,the_old_pantheon,fish,1,1,3,0,0,0,1,0,20,0,,PROV217,horteon_shout_area_2
218,,,,0,0,0,0,0,0,0,0,0,0,,PROV218,norrfalian_sea
219,horteonian_5,artheous_pantheon,earthware,1,2,3,0,0,0,1,0,20,0,,PROV219,horteon_west_area_6
220,polarian,ancestral_beliefs,wood,0,0,0,0,0,0,0,2,15,0,,PROV220,polaris_lands_area_2
221,high_elven_5,transcendence_enlighten,wood,0,3,0,0,0,0,2,0,30,0,,PROV221,horteon_west_area_6
222,polarian,ancestral_beliefs,iron,0,0,0,0,0,0,0,2,15,0,,PROV222,polaris_lands_area_2
223,horteonian_3,artheous_pantheon,wood,0,0,0,0,0,0,0,2,20,0,,PROV223,horteon_shout_area_4
224,horteonian_1,artheous_pantheon,fur,0,0,0,0,0,0,0,2,20,0,,PROV224,horteon_shout_area_6
225,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV225,new_world_north_area_3
226,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV226,new_world_north_area_3
227,horteonian_5,artheous_pantheon,wild_game,0,2,0,0,0,0,0,0,20,0,,PROV227,horteon_west_area_2
228,horteonian_1,artheous_pantheon,stone,0,3,0,0,0,0,0,0,20,0,,PROV228,horteon_shout_area_6
229,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV229,new_world_north_area_1
230,horteonian_1,artheous_pantheon,salt,0,0,0,0,0,0,0,3,20,0,,PROV230,horteon_shout_area_6
231,horteonian_3,artheous_pantheon,vegetables,0,0,0,0,0,0,0,2,20,0,,PROV231,horteon_shout_area_4
232,horteonian_2,the_old_pantheon,wood,0,2,0,0,0,0,0,0,20,0,,PROV232,horteon_shout_area_2
233,horteonian_5,artheous_pantheon,leather,0,2,0,0,0,0,0,0,20,0,,PROV233,horteon_west_area_2
234,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV234,new_world_north_area_3
235,horteonian_2,the_old_pantheon,grain,1,3,5,0,0,0,2,0,20,0,,PROV235,horteon_shout_area_2
236,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV236,new_world_north_area_3
237,horteonian_3,artheous_pantheon,wild_game,0,0,0,0,0,0,0,3,20,0,,PROV237,horteon_shout_area_4
238,polarian,ancestral_beliefs,wild_game,0,3,2,0,0,0,1,0,15,0,,PROV238,polaris_lands_area_5
239,horteonian_3,artheous_pantheon,wood,0,0,0,0,0,0,0,2,20,0,,PROV239,horteon_shout_area_4
240,horteonian_1,artheous_pantheon,wild_game,0,2,0,0,0,0,0,0,20,0,,PROV240,horteon_shout_area_6
241,polarian,ancestral_beliefs,fish,0,2,2,0,0,0,1,0,15,0,,PROV241,polaris_lands_area_1
242,horteonian_5,artheous_pantheon,wood,0,2,0,0,0,0,0,0,20,0,,PROV242,horteon_west_area_2
243,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV243,new_world_north_area_1
244,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV244,new_world_north_area_3
245,polarian,ancestral_beliefs,base_metals,0,0,0,0,0,0,0,2,15,0,,PROV245,polaris_lands_area_2
246,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV246,new_world_north_area_1
247,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV247,new_world_north_area_3
248,horteonian_5,artheous_pantheon,grain,1,1,8,0,0,0,1,0,20,0,,PROV248,horteon_west_area_6
249,horteonian_1,artheous_pantheon,fur,0,0,0,0,0,0,0,3,20,0,,PROV249,horteon_shout_area_3
250,polarian,ancestral_beliefs,wood,0,0,0,0,0,0,0,3,15,0,,PROV250,polaris_lands_area_4
251,polarian,ancestral_beliefs,salt,1,1,2,0,0,0,1,0,15,0,,PROV251,polaris_lands_area_2
252,,,,0,0,0,0,0,0,0,0,0,0,,PROV252,twin_sea
253,horteonian_5,artheous_pantheon,grain,1,1,7,0,0,0,1,0,20,0,,PROV253,horteon_west_area_2
254,polarian,ancestral_beliefs,earthware,0,0,0,0,0,0,0,2,15,0,,PROV254,polaris_lands_area_4
255,horteonian_1,artheous_pantheon,wood,0,2,0,0,0,0,0,0,20,0,,PROV255,horteon_shout_area_6
256,horteonian_1,artheous_pantheon,grain,1,4,4,0,0,0,1,0,20,0,,PROV256,horteon_shout_area_2
257,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV257,new_world_wastelands
258,horteonian_1,artheous_pantheon,fur,0,2,0,0,0,0,0,0,20,0,,PROV258,horteon_shout_area_5
259,horteonian_3,artheous_pantheon,wood,0,0,0,0,0,0,0,3,20,0,,PROV259,horteon_shout_area_4
260,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV260,new_world_north_area_1
261,horteonian_3,artheous_pantheon,leather,0,0,0,0,0,0,0,2,20,0,,PROV261,horteon_shout_area_4
262,polarian,ancestral_beliefs,cattle,1,2,6,0,0,0,1,0,15,0,,PROV262,polaris_lands_area_5
263,,,,0,0,0,0,0,0,0,0,0,0,,PROV263,northern_inter_sea
264,horteonian_1,artheous_pantheon,grain,1,2,8,0,0,0,1,0,20,0,,PROV264,horteon_shout_area_2
265,polarian,ancestral_beliefs,fish,0,2,1,0,0,0,0,0,15,0,,PROV265,polaris_lands_area_1
266,,the_first_emperor,wood,0,0,0,0,0,0,0,0,0,0,,PROV266,new_world_north_area_1
267,,,,0,0,0,0,0,0,0,0,0,0,,PROV267,twin_sea
